text,author
"If two people are meant for one another, that doesn't mean that they have to rush and be together right away. Real love takes time to grow, just like how it takes time to grow from children to adults.","Jonathan Anthony Burkett, Friends 2 Lovers: The Unthinkable"
You can't understand where someone's going unless you understand where they've been.,Jerry B. Jenkins
"Instead of worrying about what you cannot control, shift your energy to what you can create.",Roy Bennett
"Embrace being perfectly imperfect. Learn from your mistakes and forgive yourself, you'll be happier.",Roy Bennett
"If you don't make the time to work on creating the life you want, you're eventually going to be forced to spend a LOT of time dealing with a life you don't want.","Kevin Ngo, Let's Do This! 100 Powerful Messages to Help You Take Action"
I'm not going to die because I failed as someone else. I'm going to succeed as myself.,Margaret Cho
"If there is a God and future life, there is truth and good, and man's highest happiness consists in striving to attain them. We must live, we must love, and we must believe that we live not only today on this scrap of earth, but have lived and shall live","Leo Tolstoy, War and Peace"
"Live a good life. More smiling, less worrying. More compassion, less judgment. More blessed, less stressed. More love, less hate.",Roy Bennett
"Darkness cannot survive in light, but a light can shine in the dark!","Odille Rault, Beyond the Magic Pill: A Collection of the Insights of Illusions"
"Empathy is the ability to step outside of your own bubble and into the bubbles of other people. Empathy is the ability that allows us to be useful creatures on this planet; without empathy, we are a waste of oxygen in this world. Without empathy, we are lower than animals. Empathy is the ability that allows us the perception of things around us, outside of ourselves; so a person without empathy is a limited human being, someone who will only live half of a life.",C. JoyBell C.
"Maturity is when you stop complaining and making excuses, and start making changes.",Roy Bennett
Extraordinary magic is woven through ordinary life. Look around!,Amy Leigh Mercree
"I looked long and hard for the paper roses! I found the reddest red ribbon, and a little golden card! We were all there together, many of us, in the same place; but I was the only one who found the paper roses, the only one who chose the reddest red ribbon, and the only one who topped off with a golden card. And so I learned that if people are unhappy, it is only because they don't know how to look for the paper roses, they don't see the reddest red ribbon, and they don't like the little golden cards. We are all in the same wrap-shoppe in this life. But we are different. Because some of us are looking for the paper roses, choosing the reddest red ribbon, and picking up the little golden cards.",C. JoyBell C.
"Follow your heart, listen to your inner voice, stop caring what others think.",Roy Bennett
When you walk in silence your excellence will always speak for you.,Onyi Anyado
The worst decisions in life we make are always the one we make out of fear.,"Sherrilyn Kenyon, Born of Betrayal"
"We may have done what the devil said we did, but we are NOT who the devil says we are!","April Cofield Essix, From Crack to Christ: A Witness"
Love is the opposite of fear and it lights the flames of a million hearts.,Amy Leigh Mercree
"A #loveselfie isn't a picture or a status update. It's an attitude of embracing, accepting, and valuing yourself, exactly as you are in each moment. It's being one hundred percent present with yourself. Try it.",Amy Leigh Mercree
"Orang menyebutnya ILHAM. Tapi bisa saja itu datang dari suatu proses, setelah kita membiarkan diri mengalami yang lain","Ayu Utami, Manjali dan Cakrabirawa"
Semua yang baik datang berduyun-duyun. Hanya karena aku sudah memulai. Yang lain-lain akan datang dengan sendirinya. Semua membutuhkan permulaan. Permulaan sudah ditempuh.,"Pramoedya Ananta Toer, Jejak Langkah"
"Always remember that the most valuable thing that you can do in this world, is to live a life of love. Love truly those who were given you to be loved. Love truly the gifts you were given in life, as well as your ability to live and share those gifts. Even if the only people who remember your name, are the five people you have loved and who have loved you in this life, that makes you no less important than the person who is recognised by every individual in this world! In seeking to change the world out there that you live in, do make sure that you are not changing it in order to make it become more like you; rather, live to change yourself, to know yourself, to grow and to become. This is the highest reach of man. The downfall of world-changers in this day and age, is that those who wish to change the world, only wish to influence the world of their own beliefs, choices, and opinions. But this is not how the world is changed. This planet is changed, only when we heal and grow and know the worlds within ourselves. Because it is in the healing of worlds unique and innumerable, that this one we share will find her hope. The only person who needs to know you, is you. And then the people who are given to you to love, who love you truly in return. — The Conversation of Venusta",C. JoyBell C.
